NO_MUNICIPIO;TP_DEPENDENCIA;TP_CATEGORIA_ESCOLA_PRIVADA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;TP_REGULAMENTACAO;TP_OCUPACAO_PREDIO_ESCOLAR;IN_PREDIO_COMPARTILHADO;IN_AGUA_FILTRADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_OUTROS;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_LIXO_SERVICO_COLETA;IN_LIXO_QUEIMA;IN_LIXO_ENTERRA;IN_LIXO_DESTINO_FINAL_PUBLICO;IN_LIXO_DESCARTA_OUTRA_AREA;IN_LIXO_JOGA_OUTRA_AREA;IN_LIXO_OUTROS;IN_LIXO_RECICLA;IN_TRATAMENTO_LIXO_SEPARACAO;IN_TRATAMENTO_LIXO_REUTILIZA;IN_TRATAMENTO_LIXO_RECICLAGEM;IN_TRATAMENTO_LIXO_INEXISTENTE;IN_BANHEIRO_FORA_PREDIO;IN_BANHEIRO_DENTRO_PREDIO;IN_BANHEIRO;IN_BANHEIRO_EI;IN_BANHEIRO_PNE;IN_BANHEIRO_FUNCIONARIOS;IN_BANHEIRO_CHUVEIRO;IN_BERCARIO;IN_BIBLIOTECA;IN_BIBLIOTECA_SALA_LEITURA;IN_COZINHA;IN_PATIO_COBERTO;IN_PATIO_DESCOBERTO;IN_PARQUE_INFANTIL;IN_QUADRA_ESPORTES;IN_QUADRA_ESPORTES_COBERTA;IN_QUADRA_ESPORTES_DESCOBERTA;IN_REFEITORIO;IN_SALA_MULTIUSO;IN_SALA_DIRETORIA;IN_SALA_PROFESSOR;IN_SECRETARIA;IN_SALA_ATENDIMENTO_ESPECIAL;IN_TERREIRAO;IN_ACESSIBILIDADE_CORRIMAO;IN_ACESSIBILIDADE_ELEVADOR;IN_ACESSIBILIDADE_PISOS_TATEIS;IN_ACESSIBILIDADE_VAO_LIVRE;IN_ACESSIBILIDADE_RAMPAS;IN_ACESSIBILIDADE_SINAL_SONORO;IN_ACESSIBILIDADE_SINAL_TATIL;IN_ACESSIBILIDADE_SINAL_VISUAL;IN_ACESSIBILIDADE_INEXISTENTE;QT_FUNCIONARIOS;IN_PROF_ADMINISTRATIVOS;QT_PROF_ADMINISTRATIVOS;IN_PROF_SERVICOS_GERAIS;QT_PROF_SERVICOS_GERAIS;IN_PROF_BIBLIOTECARIO;QT_PROF_BIBLIOTECARIO;IN_PROF_COORDENADOR;QT_PROF_COORDENADOR;IN_PROF_PEDAGOGIA;QT_PROF_PEDAGOGIA;IN_PROF_SECRETARIO;QT_PROF_SECRETARIO;IN_PROF_MONITORES;IN_PROF_GESTAO;QT_PROF_GESTAO;IN_ALIMENTACAO;IN_MATERIAL_PED_INFANTIL;IN_MATERIAL_PED_JOGOS;IN_MATERIAL_PED_INDIGENA;IN_MATERIAL_PED_ETNICO;IN_MATERIAL_PED_CAMPO;IN_MATERIAL_ESP_QUILOMBOLA;IN_MATERIAL_ESP_INDIGENA;IN_EDUCACAO_INDIGENA;IN_INF_CRE;IN_INF_PRE;QT_MAT_INF;QT_MAT_INF_CRE;QT_MAT_INF_PRE;QT_MAT_BAS_0_3;QT_MAT_BAS_4_5;QT_MAT_INF_INT;QT_MAT_INF_CRE_INT;QT_MAT_INF_PRE_INT;QT_DOC_INF;QT_DOC_INF_CRE;QT_DOC_INF_PRE;QT_TUR_INF;QT_TUR_INF_CRE;QT_TUR_INF_PRE
Coaraci;3;;2;0;1;3;0;;1;0;0;0;1;0;1;;0;;0;0;0;1;0;1;0;0;1;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;;;0;0;1;2;0;2;0;2;0;0;0;0;0;0;0;0;0
Coaraci;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coaraci;4;1;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;1;0;1;1;;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;1;1;2;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;;;0;1;1;30;12;18;12;15;0;0;0;4;2;3;3;1;2
Coaraci;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;1;0;1;0;;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;;1;1;1;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;;;0;1;1;54;34;20;31;21;54;34;20;5;3;2;3;2;1
Coaraci;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;1;4;1;3;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coaraci;3;;2;0;1;1;0;;1;0;1;0;0;0;1;;0;;0;0;0;1;0;1;0;0;1;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;1;;;0;1;1;8;1;7;1;6;0;0;0;1;0;1;1;0;1
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;1;1;1;;1;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;;1;3;1;2;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;;;0;0;1;32;0;32;1;29;0;0;0;4;0;4;4;0;4
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;9;9;9;9;;;1;0;0;1;1;;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;1;1;2;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;1;2;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;;;0;0;1;7;0;7;0;5;0;0;0;1;0;1;1;0;1
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;0;;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;;1;4;1;4;0;0;0;0;1;2;0;0;0;1;1;1;1;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coaraci;3;;1;0;1;1;1;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;1;;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;1;1;2;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;0;1;0;1;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;0;;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;;;0;1;1;6;4;2;4;2;0;0;0;0;0;0;0;0;0
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;1;;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;;1;2;1;3;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coaraci;3;;2;0;1;3;0;;1;0;0;1;0;0;1;;0;;0;0;0;1;0;1;0;0;1;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;;;0;1;1;6;2;4;2;4;0;0;0;0;0;0;0;0;0
Coaraci;3;;1;0;1;2;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;1;0;1;1;;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;;;0;1;0;72;72;0;69;3;72;72;0;8;8;0;3;3;0
Coaraci;3;;1;0;1;3;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;1;;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;2;1;4;0;0;0;0;1;2;0;0;0;1;1;1;1;1;0;0;0;;;0;1;1;97;56;41;44;49;97;56;41;6;4;2;5;3;2
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;0;1;1;;0;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;;1;1;1;3;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;;;0;1;0;76;76;0;74;2;76;76;0;9;9;0;3;3;0
Coaraci;3;;1;0;1;3;1;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;1;;0;0;1;1;1;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;;1;1;1;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;;;0;0;1;48;0;48;0;42;0;0;0;4;0;4;2;0;2
Coaraci;3;;1;0;1;1;1;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;0;0;1;;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;1;1;1;2;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;;;0;1;1;22;7;15;6;14;22;7;15;2;1;1;2;1;1
Coaraci;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coaraci;3;;1;0;1;3;1;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;0;1;0;;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;;1;1;1;3;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Coaraci;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coaraci;3;;1;0;1;3;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;0;1;0;;0;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;;1;1;1;3;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;;;0;0;1;28;0;28;0;24;0;0;0;1;0;1;1;0;1
Coaraci;2;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;1;1;1;0;;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coaraci;3;;1;0;1;3;1;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;1;;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;2;1;4;0;0;0;0;1;2;0;0;0;1;1;1;1;1;0;0;0;;;0;1;1;109;73;36;70;38;109;73;36;10;8;2;5;3;2
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;1;0;1;1;;0;0;1;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;2;1;3;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;;;0;1;0;37;37;0;35;2;37;37;0;6;6;0;3;3;0
Coaraci;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;1;1;0;;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;;1;1;1;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;;;0;;;;;;;;;;;;;;;;
Coaraci;3;;2;1;1;;;;1;0;0;0;1;0;1;;0;;0;0;0;1;0;1;0;0;1;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;1;1;0;;0;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;;1;3;1;6;1;1;0;0;1;2;0;0;0;1;2;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta Azul;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;2;0;1;;;;1;0;0;0;1;0;1;;0;;0;0;1;0;0;0;0;0;1;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;;;0;0;1;3;0;3;0;1;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;2;0;1;1;0;;0;0;0;0;1;0;1;;0;;0;0;0;1;0;1;0;0;1;1;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;;;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;2;0;1;1;0;;1;0;0;0;1;0;1;;0;;0;0;0;1;0;1;0;0;1;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;;;0;0;1;2;0;2;0;2;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;1;1;1;1;;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;;1;2;1;6;0;0;0;0;1;1;1;1;0;1;1;1;0;0;0;0;0;;;0;0;1;124;0;124;0;107;0;0;0;3;0;3;5;0;5
Floresta Azul;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;2;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;0;;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;1;1;2;0;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;1;1;0;;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;;1;2;1;8;0;0;1;2;0;0;1;1;0;1;1;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;1;1;1;;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;;1;1;1;3;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;2;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;0;1;0;1;0;0;1;1;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;;;0;0;1;4;0;4;0;5;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;2;0;1;1;0;;1;0;0;0;1;0;1;;0;;0;0;0;1;0;1;0;0;1;1;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;;;0;0;1;3;0;3;0;2;0;0;0;0;0;0;0;0;0
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;1;0;1;1;1;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;;;0;0;1;25;0;25;0;20;0;0;0;1;0;1;1;0;1
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;1;0;;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;0;0;1;3;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;0;0;;;0;1;0;48;48;0;48;0;48;48;0;4;4;0;2;2;0
Floresta Azul;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;3;;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;1;0;1;1;;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;;1;1;1;4;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;0;0;;;0;1;0;89;89;0;79;10;89;89;0;4;4;0;3;3;0
Floresta Azul;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Floresta Azul;4;1;1;0;1;2;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;0;0;;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;0;0;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;;;0;1;1;45;10;35;8;34;0;0;0;3;1;2;3;1;2
Ibicaraí;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibicaraí;3;;2;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;1;0;0;0;;;1;0;0;0;0;;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;;1;1;1;3;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ibicaraí;3;;1;0;2;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;1;0;1;0;;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;;1;1;1;3;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;0;;;0;1;0;49;49;0;44;4;49;49;0;6;6;0;3;3;0
Ibicaraí;4;1;1;0;1;1;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;1;0;0;0;;1;1;1;0;0;1;1;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;0;0;;1;1;1;3;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;;;0;1;1;33;11;22;11;23;0;0;0;3;1;2;3;1;2
Ibicaraí;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibicaraí;4;1;1;0;1;2;0;;1;1;0;0;0;0;1;;0;;0;0;1;0;0;0;0;1;0;0;0;0;;;;0;0;0;1;;;1;0;0;0;1;;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;;1;4;1;4;0;0;1;1;1;1;1;1;1;1;3;0;1;1;0;0;0;;;0;1;1;35;10;25;6;26;0;0;0;3;1;2;3;1;2
Ibicaraí;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ibicaraí;3;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
