NO_MUNICIPIO,ANO,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,TP_LOCALIZACAO,TP_LOCALIZACAO_DIFERENCIADA,TP_REGULAMENTACAO,TP_OCUPACAO_PREDIO_ESCOLAR,IN_PREDIO_COMPARTILHADO,IN_AGUA_FILTRADA,IN_AGUA_POTAVEL,IN_AGUA_REDE_PUBLICA,IN_AGUA_POCO_ARTESIANO,IN_AGUA_CACIMBA,IN_AGUA_FONTE_RIO,IN_AGUA_INEXISTENTE,IN_ENERGIA_REDE_PUBLICA,IN_ENERGIA_GERADOR,IN_ENERGIA_GERADOR_FOSSIL,IN_ENERGIA_OUTROS,IN_ENERGIA_RENOVAVEL,IN_ENERGIA_INEXISTENTE,IN_ESGOTO_REDE_PUBLICA,IN_ESGOTO_FOSSA_SEPTICA,IN_ESGOTO_FOSSA_COMUM,IN_ESGOTO_FOSSA,IN_ESGOTO_INEXISTENTE,IN_LIXO_SERVICO_COLETA,IN_LIXO_QUEIMA,IN_LIXO_ENTERRA,IN_LIXO_DESTINO_FINAL_PUBLICO,IN_LIXO_DESCARTA_OUTRA_AREA,IN_LIXO_JOGA_OUTRA_AREA,IN_LIXO_OUTROS,IN_LIXO_RECICLA,IN_TRATAMENTO_LIXO_SEPARACAO,IN_TRATAMENTO_LIXO_REUTILIZA,IN_TRATAMENTO_LIXO_RECICLAGEM,IN_TRATAMENTO_LIXO_INEXISTENTE,IN_BANHEIRO_FORA_PREDIO,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO,IN_BANHEIRO_EI,IN_BANHEIRO_PNE,IN_BANHEIRO_FUNCIONARIOS,IN_BANHEIRO_CHUVEIRO,IN_BERCARIO,IN_BIBLIOTECA,IN_BIBLIOTECA_SALA_LEITURA,IN_COZINHA,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_PARQUE_INFANTIL,IN_QUADRA_ESPORTES,IN_QUADRA_ESPORTES_COBERTA,IN_QUADRA_ESPORTES_DESCOBERTA,IN_REFEITORIO,IN_SALA_MULTIUSO,IN_SALA_DIRETORIA,IN_SALA_PROFESSOR,IN_SECRETARIA,IN_SALA_ATENDIMENTO_ESPECIAL,IN_TERREIRAO,IN_ACESSIBILIDADE_CORRIMAO,IN_ACESSIBILIDADE_PISOS_TATEIS,IN_ACESSIBILIDADE_VAO_LIVRE,IN_ACESSIBILIDADE_RAMPAS,IN_ACESSIBILIDADE_SINAL_SONORO,IN_ACESSIBILIDADE_SINAL_TATIL,IN_ACESSIBILIDADE_SINAL_VISUAL,IN_ACESSIBILIDADE_INEXISTENTE,QT_FUNCIONARIOS,IN_PROF_SERVICOS_GERAIS,QT_PROF_SERVICOS_GERAIS,IN_PROF_BIBLIOTECARIO,QT_PROF_BIBLIOTECARIO,IN_PROF_PEDAGOGIA,QT_PROF_PEDAGOGIA,IN_PROF_SECRETARIO,QT_PROF_SECRETARIO,IN_PROF_MONITORES,QT_PROF_GESTAO,IN_ALIMENTACAO,IN_MATERIAL_PED_INFANTIL,IN_MATERIAL_PED_INDIGENA,IN_MATERIAL_PED_ETNICO,IN_MATERIAL_PED_CAMPO,IN_MATERIAL_ESP_QUILOMBOLA,IN_MATERIAL_ESP_INDIGENA,IN_MATERIAL_ESP_NAO_UTILIZA,IN_EDUCACAO_INDIGENA,IN_INF_CRE,IN_INF_PRE,QT_MAT_INF,QT_MAT_INF_CRE,QT_MAT_INF_PRE,QT_MAT_BAS_0_3,QT_MAT_BAS_4_5,QT_MAT_INF_INT,QT_MAT_INF_CRE_INT,QT_MAT_INF_PRE_INT,QT_DOC_INF,QT_DOC_INF_CRE,QT_DOC_INF_PRE,QT_TUR_INF,QT_TUR_INF_CRE,QT_TUR_INF_PRE,IN_PROF_GESTAO,IN_PROF_COORDENADOR,QT_PROF_COORDENADOR
Ilhéus,2011,Privada,Filantrópica,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,185,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,150,59,91,59,96,0,0,0,9,4,6,9,4,5,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,7,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,3,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Em tramitação,Não aplicável para escolas que não ocupam prédio escolar,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,18,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Não aplicável para escolas que não ocupam prédio escolar,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,6,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,24,0,24,12,11,0,0,0,3,0,3,3,0,3,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,60,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Filantrópica,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,10,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,63,19,44,18,43,19,19,0,6,2,4,3,1,2,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,3,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,59,0,59,22,23,0,0,0,3,0,3,4,0,4,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Estadual,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,59,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Em tramitação,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,6,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,16,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,33,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,133,50,83,43,82,50,50,0,15,6,9,9,3,6,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Não,Não aplicável para escolas que não ocupam prédio escolar,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Rural,Escola não está em área de localização diferenciada,Não,Não aplicável para escolas que não ocupam prédio escolar,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,9,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,66,33,33,31,37,0,0,0,3,1,2,4,2,2,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,14,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,73,0,73,28,50,0,0,0,4,0,4,6,0,6,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,5,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,39,0,39,10,30,0,0,0,2,0,2,3,0,3,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Estadual,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,21,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,22,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,237,0,237,0,213,0,0,0,13,0,13,10,0,10,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Estadual,Não aplicável para escolas públicas,Rural,Terra indígena,Sim,Próprio,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,167,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Sim,148,0,148,41,104,0,0,0,12,0,12,7,0,7,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Rural,Escola não está em área de localização diferenciada,Não,Não aplicável para escolas que não ocupam prédio escolar,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Filantrópica,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,13,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,121,20,101,39,49,0,0,0,9,2,8,11,2,9,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Filantrópica,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,12,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,111,0,111,32,74,0,0,0,5,0,5,6,0,6,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Filantrópica,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,11,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,140,0,140,5,126,0,0,0,9,0,9,8,0,8,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Estadual,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,39,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Confessional,Urbana,Escola não está em área de localização diferenciada,Em tramitação,Cedido,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,11,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,95,34,61,26,63,95,34,61,11,5,6,5,2,3,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,18,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,7,0,7,0,3,7,0,7,1,0,1,1,0,1,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Filantrópica,Urbana,Escola não está em área de localização diferenciada,Sim,Não aplicável para escolas que não ocupam prédio escolar,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,38,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,259,109,150,109,143,191,109,82,11,5,7,10,4,6,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,64,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,72,32,40,33,39,0,0,0,4,2,2,8,4,4,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,45,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,22,0,22,2,22,0,0,0,4,0,4,2,0,2,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Municipal,Não aplicável para escolas públicas,Urbana,Escola não está em área de localização diferenciada,Em tramitação,Alugado,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,26,Não,0,Não,0,Não,0,Não,0,Não,0,Oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,163,0,163,1,151,0,0,0,10,0,10,10,0,10,Não aplicável,Não aplicável,Não aplicável
Ilhéus,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Próprio,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,35,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,62,0,62,28,37,0,0,0,6,0,6,8,0,8,Não aplicável,Não aplicável,Não aplicável
Itabuna,2011,Privada,Particular,Urbana,Escola não está em área de localização diferenciada,Sim,Cedido,Não,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,43,Não,0,Não,0,Não,0,Não,0,Não,0,Não oferece,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,27,0,27,0,27,0,0,0,4,0,4,2,0,2,Não aplicável,Não aplicável,Não aplicável
